poi_id,name,name_clean,category,zone,latitude,longitude,address,source,source_url,confidence,notes,record_origin,validation_status,match_method,osm_type,osm_id,extracted_at
OSM-1823,UTY Kampus 1,uty kampus 1,university,Mlati,-7.7483164,110.3552113,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:university; flags: direct=false, food=false, demand=true, support=false; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,297308286,2026-06-24T16:08:05.739952+00:00
OSM-1824,,,restaurant,Depok,-7.7792588,110.4227715,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,way,311513952,2026-06-24T16:07:57.357772+00:00
OSM-1826,Indomaret,indomaret,retail,Ngaglik Selatan,-7.720341,110.3828676,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati/Ngaglik Selatan to Ngaglik Selatan",osm,osm_only,osm_only,way,314101462,2026-06-24T16:09:35.619220+00:00
OSM-1827,Sekolah Menengah Farmasi,sekolah menengah farmasi,school,Depok,-7.8029686,110.3675546,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false",osm,osm_only,osm_only,way,314215802,2026-06-24T16:07:57.357772+00:00
OSM-1828,Fla - fla Milkshake,fla - fla milkshake,cafe,Ngaglik Selatan,-7.7363824,110.3944111,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Ngaglik Selatan to Ngaglik Selatan",osm,osm_only,osm_only,way,314367295,2026-06-24T16:09:35.619220+00:00
OSM-1829,Alfamart,alfamart,retail,Ngaglik Selatan,-7.7343288,110.3915131,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Ngaglik Selatan to Ngaglik Selatan",osm,osm_only,osm_only,way,314371018,2026-06-24T16:09:35.619220+00:00
OSM-1830,Indomaret,indomaret,retail,Depok,-7.7391835,110.392345,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Ngaglik Selatan to Depok",osm,osm_only,osm_only,way,314371019,2026-06-24T16:09:35.619220+00:00
OSM-1831,Hotel Koslo,hotel koslo,hotel,Depok,-7.7628263,110.4058301,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,way,314517443,2026-06-24T16:07:57.357772+00:00
OSM-1832,SMA Negeri 8 Yogyakarta,sma negeri 8 yogyakarta,school,Depok,-7.7997461,110.3956989,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false",osm,osm_only,osm_only,way,315366355,2026-06-24T16:07:57.357772+00:00
OSM-1833,SMK Negeri 5 Yogyakarta,smk negeri 5 yogyakarta,school,Depok,-7.7994277,110.3951505,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false",osm,osm_only,osm_only,way,315366496,2026-06-24T16:07:57.357772+00:00
OSM-1834,Circle K,circle k,retail,Ngaglik Selatan,-7.7371352,110.3936121,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Ngaglik Selatan to Ngaglik Selatan",osm,osm_only,osm_only,way,315383285,2026-06-24T16:09:35.619220+00:00
OSM-1835,Indomaret,indomaret,retail,Depok,-7.7776218,110.384649,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,316770323,2026-06-24T16:08:05.739952+00:00
OSM-1836,SD Negeri Serayu,sd negeri serayu,school,Depok,-7.7861615,110.3752536,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,316772103,2026-06-24T16:08:05.739952+00:00
OSM-1837,Indomaret,indomaret,retail,Ngaglik Selatan,-7.7340021,110.3898206,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati/Ngaglik Selatan to Ngaglik Selatan",osm,osm_only,osm_only,way,316823855,2026-06-24T16:09:35.619220+00:00
OSM-1838,Kring Krong Foodcourt,kring krong foodcourt,restaurant,Ngaglik Selatan,-7.7339469,110.3891412,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati/Ngaglik Selatan to Ngaglik Selatan",osm,osm_only,osm_only,way,316824147,2026-06-24T16:09:35.619220+00:00
OSM-1839,Bumbu Desa,bumbu desa,restaurant,Depok,-7.7802111,110.3771464,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,319259489,2026-06-24T16:08:05.739952+00:00
OSM-1840,Gado Gado dan Lotek Bu Bagyo,gado gado dan lotek bu bagyo,restaurant,Depok,-7.7803661,110.3785774,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,319259491,2026-06-24T16:08:05.739952+00:00
OSM-1841,Jeyahara,jeyahara,cafe,Depok,-7.7809693,110.3758375,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,319259493,2026-06-24T16:08:05.739952+00:00
OSM-1842,SMP Muhammadiyah 10 Yogyakarta,smp muhammadiyah 10 yogyakarta,school,Depok,-7.7799007,110.3785018,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,319259497,2026-06-24T16:08:05.739952+00:00
OSM-1843,Sagan Hotel,sagan hotel,hotel,Depok,-7.7801108,110.3764229,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,319259498,2026-06-24T16:08:05.739952+00:00
OSM-1844,Hotel Sala 3,hotel sala 3,hotel,Depok,-7.7795835,110.3790347,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,319259507,2026-06-24T16:08:05.739952+00:00
OSM-1845,Carani Hotel,carani hotel,hotel,Depok,-7.7798956,110.3793161,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,319259524,2026-06-24T16:08:05.739952+00:00
OSM-1846,BellyWise,bellywise,restaurant,Depok,-7.780401,110.3771306,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,319259536,2026-06-24T16:08:05.739952+00:00
OSM-1847,Sagan Huis Hotel,sagan huis hotel,hotel,Depok,-7.7812505,110.3775462,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,319259580,2026-06-24T16:08:05.739952+00:00
OSM-1848,Pondok Karya Student Homestay,pondok karya student homestay,hotel,Mlati,-7.758514,110.3770156,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,329422604,2026-06-24T16:08:05.739952+00:00
OSM-1849,Palm Kuning,palm kuning,restaurant,Mlati,-7.7608051,110.3781888,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,332501414,2026-06-24T16:08:05.739952+00:00
OSM-1850,LEIDEN Coffee & Work,leiden coffee & work,cafe,Mlati,-7.7612105,110.3785159,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,332633991,2026-06-24T16:08:05.739952+00:00
OSM-1851,Mie Godiok,mie godiok,restaurant,Mlati,-7.7591161,110.3766163,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,332633996,2026-06-24T16:08:05.739952+00:00
OSM-1852,ToeToeng,toetoeng,restaurant,Mlati,-7.7590252,110.3764769,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,332633997,2026-06-24T16:08:05.739952+00:00
OSM-1853,Classic,classic,restaurant,Mlati,-7.7600183,110.3763048,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,332634007,2026-06-24T16:08:05.739952+00:00
OSM-1854,Tembok Batu Residence,tembok batu residence,hotel,Mlati,-7.7718837,110.3709765,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,336036972,2026-06-24T16:08:05.739952+00:00
OSM-1855,Plaza Agro Gadjah Mada,plaza agro gadjah mada,retail,Depok,-7.7680174,110.3870543,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,338123597,2026-06-24T16:08:05.739952+00:00
OSM-1856,TIPS,tips,restaurant,Depok,-7.7783113,110.3937751,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,way,338261229,2026-06-24T16:07:57.357772+00:00
OSM-1857,Vegie House,vegie house,retail,Mlati,-7.7817908,110.3616568,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,340072459,2026-06-24T16:08:05.739952+00:00
OSM-1858,SMA Kolese De Britto,sma kolese de britto,school,Depok,-7.781941,110.3932684,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false",osm,osm_only,osm_only,way,340095955,2026-06-24T16:07:57.357772+00:00
OSM-1859,Fakultas Matematika dan Ilmu Pengetahuan Alam (FMIPA) UNY,fakultas matematika dan ilmu pengetahuan alam (fmipa) uny,school,Depok,-7.7744372,110.3861051,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,340169796,2026-06-24T16:08:05.739952+00:00
OSM-1860,Fakultas Ekonomi dan Bisnis (FEB) UNY,fakultas ekonomi dan bisnis (feb) uny,university,Depok,-7.773532,110.3865216,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:university; flags: direct=false, food=false, demand=true, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,340182369,2026-06-24T16:08:05.739952+00:00
OSM-1861,"Fakultas Ilmu Sosial, Hukum, dan Ilmu Politik (FISHIPOL) UNY","fakultas ilmu sosial, hukum, dan ilmu politik (fishipol) uny",university,Depok,-7.7735998,110.3877866,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:university; flags: direct=false, food=false, demand=true, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,340182370,2026-06-24T16:08:05.739952+00:00
OSM-1862,SDN Sendangadi 2,sdn sendangadi 2,school,Mlati,-7.730276,110.374406,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false; zone normalized from Depok/Mlati/Ngaglik Selatan to Mlati",osm,osm_only,osm_only,way,340430753,2026-06-24T16:09:35.619220+00:00
OSM-1863,SD Eksperimental Mangunan GO,sd eksperimental mangunan go,school,Mlati,-7.7837342,110.3641056,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,340859168,2026-06-24T16:08:05.739952+00:00
OSM-1864,Simply Homy Guest House,simply homy guest house,guest_house,Mlati,-7.7572702,110.376221,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:guest_house; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,341994079,2026-06-24T16:08:05.739952+00:00
OSM-1865,Warung Maharasa 12,warung maharasa 12,restaurant,Mlati,-7.7560269,110.3762854,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,341994080,2026-06-24T16:08:05.739952+00:00
OSM-1866,Radhisha House Exclusive Kost,radhisha house exclusive kost,hotel,Mlati,-7.7574128,110.3753259,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,341994107,2026-06-24T16:08:05.739952+00:00
OSM-1867,Phuket,phuket,restaurant,Depok,-7.7791853,110.392295,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,way,346290143,2026-06-24T16:07:57.357772+00:00
OSM-1868,h boutique hotel,h boutique hotel,hotel,Depok,-7.7817718,110.3790729,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,349869799,2026-06-24T16:08:05.739952+00:00
OSM-1869,Babarsari TB 18 No 1 C,babarsari tb 18 no 1 c,guest_house,Depok,-7.7737519,110.4172454,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:guest_house; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,way,350242814,2026-06-24T16:07:57.357772+00:00
OSM-1870,Rumah Makan Duta Minang,rumah makan duta minang,restaurant,Depok,-7.7625288,110.3800912,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,352253872,2026-06-24T16:08:05.739952+00:00
OSM-1871,RM Padang Sederhana,rm padang sederhana,restaurant,Depok,-7.7572618,110.3824393,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,352253873,2026-06-24T16:08:05.739952+00:00
OSM-1872,Sate Maranggi,sate maranggi,restaurant,Depok,-7.7636648,110.3793658,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,352269156,2026-06-24T16:08:05.739952+00:00
OSM-1873,Artotel Hotel Yogyakarta,artotel hotel yogyakarta,hotel,Depok,-7.7565665,110.3822399,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,352269167,2026-06-24T16:08:05.739952+00:00
OSM-1874,Gading Mas Swalayan,gading mas swalayan,retail,Depok,-7.7623181,110.3802678,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:supermarket; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,352269176,2026-06-24T16:08:05.739952+00:00
OSM-1875,Grand Zuri Hotel,grand zuri hotel,hotel,Mlati,-7.7876363,110.3669214,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,352734975,2026-06-24T16:08:05.739952+00:00
OSM-1876,Pasar Sambilegi Sleman,pasar sambilegi sleman,marketplace,Depok,-7.7830832,110.4324953,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:marketplace; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,way,354248181,2026-06-24T16:07:57.357772+00:00
OSM-1877,Tom's Milk,tom's milk,cafe,Depok,-7.7753355,110.4088518,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,way,356733258,2026-06-24T16:07:57.357772+00:00
OSM-1878,Intisari,intisari,retail,Depok,-7.7943569,110.3777258,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:supermarket; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,358806296,2026-06-24T16:08:05.739952+00:00
OSM-1879,Lippo Plaza Jogja,lippo plaza jogja,retail,Depok,-7.7840088,110.3905448,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:mall; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,way,361926402,2026-06-24T16:07:57.357772+00:00
OSM-1880,warung laris,warung laris,food_court,Mlati,-7.7553041,110.3644577,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:food_court; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,362016271,2026-06-24T16:08:05.739952+00:00
OSM-1881,Bale Tardian Homestay,bale tardian homestay,hotel,Mlati,-7.755839,110.364373,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,362016360,2026-06-24T16:08:05.739952+00:00
OSM-1882,Rumah Tahfidz Daarul Qur'an Matahati,rumah tahfidz daarul qur'an matahati,school,Mlati,-7.7592633,110.3661713,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,362029220,2026-06-24T16:08:05.739952+00:00
OSM-1883,Galuh Anindita Hotel Yogyakarta,galuh anindita hotel yogyakarta,hotel,Depok,-7.7816238,110.3768878,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,362031330,2026-06-24T16:08:05.739952+00:00
OSM-1884,RedDoorz Syariah near Galeria Mall Yogyakarta,reddoorz syariah near galeria mall yogyakarta,hotel,Depok,-7.7814684,110.3779389,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,362031920,2026-06-24T16:08:05.739952+00:00
OSM-1885,SDN Kledokan,sdn kledokan,school,Depok,-7.7799925,110.4109735,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false",osm,osm_only,osm_only,way,362041086,2026-06-24T16:07:57.357772+00:00
OSM-1886,Swiss Boutique Hotel,swiss boutique hotel,hotel,Depok,-7.7826014,110.3742928,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,362042858,2026-06-24T16:08:05.739952+00:00
OSM-1887,SMA BUDYA WACANA,sma budya wacana,school,Depok,-7.7788647,110.3748182,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,362043186,2026-06-24T16:08:05.739952+00:00
OSM-1888,The Sleeping Room Hostel,the sleeping room hostel,hostel,Depok,-7.7785619,110.3778954,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hostel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,362134281,2026-06-24T16:08:05.739952+00:00
OSM-1889,Lekker Je,lekker je,cafe,Depok,-7.7792105,110.3757915,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false; zone normalized from Depok/Mlati to Depok",osm,osm_only,osm_only,way,362134342,2026-06-24T16:08:05.739952+00:00
OSM-1890,Indomaret,indomaret,retail,Mlati,-7.77682,110.3721411,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,362146838,2026-06-24T16:08:05.739952+00:00
OSM-1891,SD Sinduadi 1,sd sinduadi 1,school,Mlati,-7.7620537,110.3642751,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,362187155,2026-06-24T16:08:05.739952+00:00
OSM-1893,The Soemarsono Hotel,the soemarsono hotel,hotel,Depok,-7.779339,110.4059568,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,way,362199346,2026-06-24T16:07:57.357772+00:00
OSM-1894,Akademi Komunikasi Indonesia,akademi komunikasi indonesia,college,Depok,-7.7814299,110.4070134,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:college; flags: direct=false, food=false, demand=true, support=false",osm,osm_only,osm_only,way,362199732,2026-06-24T16:07:57.357772+00:00
OSM-1895,The Victoria Hotel,the victoria hotel,hotel,Depok,-7.7800038,110.4034509,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,way,362206302,2026-06-24T16:07:57.357772+00:00
OSM-1896,,,school,Depok,-7.7778717,110.4027117,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:school; flags: direct=false, food=false, demand=true, support=false",osm,osm_only,osm_only,way,362206429,2026-06-24T16:07:57.357772+00:00
OSM-1897,,,retail,Depok,-7.7838316,110.4107159,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,way,362214074,2026-06-24T16:07:57.357772+00:00
OSM-1898,Cotton House Monjali,cotton house monjali,hotel,Mlati,-7.7486463,110.368149,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,362228654,2026-06-24T16:08:05.739952+00:00
OSM-1899,Sunrise Hotel,sunrise hotel,hotel,Mlati,-7.7469288,110.3621951,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=tourism:hotel; flags: direct=false, food=false, demand=false, support=true; zone normalized from Depok/Mlati to Mlati",osm,osm_only,osm_only,way,362333592,2026-06-24T16:08:05.739952+00:00
OSM-1900,Sate Seturan,sate seturan,restaurant,Depok,-7.7678185,110.4099895,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,way,362337502,2026-06-24T16:07:57.357772+00:00
OSM-1901,Markobar,markobar,cafe,Depok,-7.7672915,110.410173,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,way,362337554,2026-06-24T16:07:57.357772+00:00
OSM-1902,Warunk Upnormal Yogyakarta,warunk upnormal yogyakarta,cafe,Depok,-7.7654813,110.4105187,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:cafe; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,way,362337629,2026-06-24T16:07:57.357772+00:00
OSM-1903,Martabak Casablanca,martabak casablanca,restaurant,Depok,-7.7701369,110.409529,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=amenity:restaurant; flags: direct=false, food=true, demand=false, support=false",osm,osm_only,osm_only,way,362337665,2026-06-24T16:07:57.357772+00:00
OSM-1904,Indomaret,indomaret,retail,Depok,-7.7827673,110.3993622,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,way,362343803,2026-06-24T16:07:57.357772+00:00
OSM-1905,Alfamart,alfamart,retail,Depok,-7.783462,110.4002993,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,way,362344044,2026-06-24T16:07:57.357772+00:00
OSM-1906,Indomaret,indomaret,retail,Depok,-7.7818901,110.3957518,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,,"subcategory=shop:convenience; flags: direct=false, food=false, demand=false, support=true",osm,osm_only,osm_only,way,362349605,2026-06-24T16:07:57.357772+00:00
