poi_id,name,category,zone,latitude,longitude,address,source,confidence,notes,record_origin,osm_type,osm_id,osm_primary_key,osm_primary_value,zone_matches,matched_baseline_poi_id
OSM-1345,Warung Makan Geprek Minyo,restaurant,Depok/Mlati,-7.763991,110.3778729,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,6009402153,amenity,restaurant,Depok/Mlati,
OSM-1346,Kopi kinanti,cafe,Depok/Mlati,-7.7635201,110.3779815,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati.,osm,node,6009402154,amenity,cafe,Depok/Mlati,
OSM-1347,Seven stones Coffe Specially,cafe,Depok/Mlati,-7.7602888,110.379763,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati.,osm,node,6009413368,amenity,cafe,Depok/Mlati,
OSM-1348,Laju Kopi Cepat,cafe,Depok/Mlati,-7.7609119,110.380013,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati.,osm,node,6009413369,amenity,cafe,Depok/Mlati,
OSM-1349,Rempah Asia,restaurant,Depok/Mlati,-7.7609081,110.3804861,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,6009413370,amenity,restaurant,Depok/Mlati,
OSM-1350,Bungong Jeumpa,restaurant,Depok/Mlati,-7.7607842,110.3805419,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,6009413371,amenity,restaurant,Depok/Mlati,
OSM-1351,Zuparella,restaurant,Depok/Mlati,-7.7589311,110.3812742,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,6009424982,amenity,restaurant,Depok/Mlati,
OSM-1352,Onze de Lokaindo,lodging,Depok/Mlati,-7.7620745,110.3814793,"Gang Srikaloka, 11B",OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati. opening_hours=24/7,osm,node,6039050685,tourism,hotel,Depok/Mlati,
OSM-1353,Penginapan Kunthi,lodging,Depok/Mlati,-7.7937405,110.3623713,,OpenStreetMap Overpass,medium,OSM tourism=guest_house; zone query match: Depok/Mlati.,osm,node,6065814387,tourism,guest_house,Depok/Mlati,
OSM-1354,The Rice Cup,restaurant,Depok/Mlati,-7.7677969,110.3853033,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=regional;indonesian,osm,node,6081257836,amenity,restaurant,Depok/Mlati,
OSM-1355,Amongcoffee,cafe,Gamping/Mlati,-7.776361,110.3457892,"Jalan Nusa Indah, Blok B 12, Sleman",OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Gamping/Mlati. cuisine=coffee_shop; opening_hours=Mo-Su 09:00-18:00,osm,node,6097924119,amenity,cafe,Gamping/Mlati,
OSM-1356,Gudeg Sagan,restaurant,Depok/Mlati,-7.777852,110.3797797,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=indonesian,osm,node,6163683485,amenity,restaurant,Depok/Mlati,
OSM-1357,Ekologi Desk & Coffee,cafe,Depok,-7.7583319,110.3920192,"Jalan Pandean Sari, 10a",OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok.,osm,node,6214984585,amenity,cafe,Depok,
OSM-1358,Mezzanine,restaurant,Depok/Mlati/Ngaglik Selatan,-7.7307688,110.3787614,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati/Ngaglik Selatan.,osm,node,6276510830,amenity,restaurant,Depok/Mlati/Ngaglik Selatan,
OSM-1359,warung SS,restaurant,Ngaglik Selatan,-7.70677,110.4116364,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,node,6278524783,amenity,restaurant,Ngaglik Selatan,
OSM-1360,Tulip Living,restaurant,Depok/Mlati/Ngaglik Selatan,-7.7411182,110.3686449,"Jl. Padma, 888",OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati/Ngaglik Selatan. opening_hours=Tu-Su 09:00-17:00,osm,node,6294913227,amenity,restaurant,Depok/Mlati/Ngaglik Selatan,
OSM-1361,Indomaret,minimarket,Depok/Mlati,-7.7457551,110.3735403,,OpenStreetMap Overpass,medium,OSM shop=convenience; zone query match: Depok/Mlati. brand=Indomaret; opening_hours=Mo-Su 07:00-22:00; operator=PT. Indomarco Prismatama,osm,node,6295292185,shop,convenience,Depok/Mlati,
OSM-1362,zkitchen coffee&resto,cafe,Depok/Mlati/Ngaglik Selatan,-7.741374,110.3692409,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati/Ngaglik Selatan. opening_hours=Mo-Su 12:00-22:00,osm,node,6295292385,amenity,cafe,Depok/Mlati/Ngaglik Selatan,
OSM-1363,Zen Rooms Depok Sleman Syariha,lodging,Depok,-7.7794471,110.4079831,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,node,6320266616,tourism,hotel,Depok,
OSM-1364,Bungong Jeumpa,restaurant,Depok/Mlati,-7.7780098,110.3644388,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=Aceh,osm,node,6327275159,amenity,restaurant,Depok/Mlati,
OSM-1365,RedDoorz Plus Adya Nalendra,lodging,Depok/Mlati,-7.7792534,110.364178,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati. brand=RedDoorz,osm,node,6327278157,tourism,hotel,Depok/Mlati,
OSM-1366,Waroeng SS Kyai Mojo,restaurant,Depok/Mlati,-7.7820842,110.3554426,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,6332540361,amenity,restaurant,Depok/Mlati,
OSM-1367,Kopi 'ijo',restaurant,Depok/Mlati,-7.7898879,110.3800969,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,6347111163,amenity,restaurant,Depok/Mlati,
OSM-1368,Padang Vegan Damai,restaurant,Depok/Mlati,-7.7932923,110.3667089,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,6359777566,amenity,restaurant,Depok/Mlati,
OSM-1369,Java Poetry,restaurant,Depok/Mlati,-7.7803248,110.3760422,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,6367150336,amenity,restaurant,Depok/Mlati,
OSM-1370,AOA Resto & Creative Space,restaurant,Depok,-7.767783,110.3973745,"Jalan Selokan Mataram, 427",OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,6367235517,amenity,restaurant,Depok,
OSM-1371,Vege Jambon,restaurant,Depok/Mlati,-7.7681785,110.3560442,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,6369909889,amenity,restaurant,Depok/Mlati,
OSM-1372,SD Negeri 3 Godean,school,Gamping,-7.7661415,110.2853228,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Gamping.,osm,node,6371354583,amenity,school,Gamping,
OSM-1373,Vege Jawi,restaurant,Depok,-7.7919019,110.4029148,"Jl. Turonggo, 125",OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok. opening_hours=Mo-Sa 09:00-20:00,osm,node,6399954954,amenity,restaurant,Depok,
OSM-1374,Alfamart,minimarket,Depok/Mlati,-7.7896328,110.3623581,,OpenStreetMap Overpass,medium,"OSM shop=convenience; zone query match: Depok/Mlati. brand=Alfamart; operator=PT Sumber Alfaria Trijaya,Tbk",osm,node,6401792054,shop,convenience,Depok/Mlati,
OSM-1375,Indomaret,minimarket,Depok/Mlati,-7.7896892,110.3631487,,OpenStreetMap Overpass,medium,OSM shop=convenience; zone query match: Depok/Mlati. brand=Indomaret; operator=PT. Indomarco Prismatama,osm,node,6401792055,shop,convenience,Depok/Mlati,
OSM-1376,Ss Sensasi Puedass,restaurant,Depok/Ngaglik Selatan,-7.7314705,110.3990475,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,node,6413597524,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-1377,Sante Commune Hostel Yogyakarta,lodging,Depok,-7.8021073,110.360952,"Jalan Nyai Ahmad Dahlan, 17A, Yogyakarta",OpenStreetMap Overpass,medium,OSM tourism=hostel; zone query match: Depok. opening_hours=Mo-Su 07:00-23:00,osm,node,6426324790,tourism,hostel,Depok,
OSM-1378,Awor Gallery & Coffee,cafe,Depok/Mlati,-7.780282,110.3734817,Jalan Cornelis Simanjuntak,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati. cuisine=coffee_shop; opening_hours=Mo-Su 09:00-00:00,osm,node,6507784886,amenity,cafe,Depok/Mlati,
OSM-1379,Sate Ratu,restaurant,Depok/Mlati,-7.752374,110.3631935,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=indonesian,osm,node,6508726385,amenity,restaurant,Depok/Mlati,
OSM-1380,Starbucks,cafe,Depok/Mlati,-7.7949335,110.365458,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati. brand=Starbucks; cuisine=coffee_shop,osm,node,6591142698,amenity,cafe,Depok/Mlati,
OSM-1381,Olive Fried Chicken,fast_food,Depok/Mlati,-7.793581,110.3610471,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Depok/Mlati.,osm,node,6679855842,amenity,fast_food,Depok/Mlati,
OSM-1382,105 Homestay,lodging,Depok/Mlati,-7.7909083,110.3652133,,OpenStreetMap Overpass,medium,OSM tourism=guest_house; zone query match: Depok/Mlati.,osm,node,6679862338,tourism,guest_house,Depok/Mlati,
OSM-1383,Anda Losmen,lodging,Depok/Mlati,-7.7907431,110.3641136,,OpenStreetMap Overpass,medium,OSM tourism=guest_house; zone query match: Depok/Mlati.,osm,node,6679865106,tourism,guest_house,Depok/Mlati,
OSM-1384,Losmen Utar,lodging,Depok/Mlati,-7.7910251,110.3636114,,OpenStreetMap Overpass,medium,OSM tourism=guest_house; zone query match: Depok/Mlati.,osm,node,6679872558,tourism,guest_house,Depok/Mlati,
OSM-1385,Ramai Supermarket,minimarket,Depok,-7.7970738,110.3647896,,OpenStreetMap Overpass,medium,OSM shop=supermarket; zone query match: Depok.,osm,node,6679884599,shop,supermarket,Depok,
OSM-1386,Starbucks,cafe,Depok/Mlati,-7.7826063,110.3791029,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati. brand=Starbucks; cuisine=coffee_shop,osm,node,6680921575,amenity,cafe,Depok/Mlati,
OSM-1387,La Casa Jogja,lodging,Depok,-7.7660476,110.3919211,"Jalan Gelayan / Affandi, 53",OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,node,6685767286,tourism,hotel,Depok,
OSM-1388,Embe Enem,lodging,Depok,-7.7762579,110.3915717,"Jalan Mrican Baru, 6, Yogyakarta",OpenStreetMap Overpass,medium,OSM tourism=guest_house; zone query match: Depok.,osm,node,6730652819,tourism,guest_house,Depok,
OSM-1389,Embe Pitoe,lodging,Depok,-7.7762936,110.3914111,"Jalan Mrican Baru, 7, Yogyakarta",OpenStreetMap Overpass,medium,OSM tourism=guest_house; zone query match: Depok.,osm,node,6732248551,tourism,guest_house,Depok,
OSM-1390,Embe Joglo,lodging,Depok,-7.7559934,110.4017806,"Jalan Harjosudiro, 10, Condong Catur",OpenStreetMap Overpass,medium,OSM tourism=guest_house; zone query match: Depok.,osm,node,6732315339,tourism,guest_house,Depok,
OSM-1391,Kopen Coffee,cafe,Depok,-7.7560014,110.4019174,"Jalan Harjosudiro, 10, Condong Catur",OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok.,osm,node,6732315340,amenity,cafe,Depok,
OSM-1392,Kete Muan,restaurant,Depok,-7.7986928,110.3620464,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,6774450585,amenity,restaurant,Depok,
OSM-1393,Lombok Idjo,restaurant,Depok/Mlati,-7.782632,110.3635807,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=asian,osm,node,6780921541,amenity,restaurant,Depok/Mlati,
OSM-1394,Samanta Pura,lodging,Depok,-7.756268,110.4241017,"Jl Paingan 7, 102, Depok Sleman",OpenStreetMap Overpass,medium,OSM tourism=guest_house; zone query match: Depok.,osm,node,6811218788,tourism,guest_house,Depok,
OSM-1395,Tunqu Nangkring,fast_food,Depok/Mlati,-7.7885266,110.3664642,Jalan P Mangkubumi,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Depok/Mlati. cuisine=italian_pizza; opening_hours=Tu-Su 17:00-22:00,osm,node,6824534685,amenity,fast_food,Depok/Mlati,
OSM-1396,Pikali Pizzeria,restaurant,Depok/Mlati,-7.7514415,110.375528,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=italian_pizza;italian,osm,node,6836326186,amenity,restaurant,Depok/Mlati,
OSM-1397,Seafood 99,restaurant,Depok/Mlati/Ngaglik Selatan,-7.7314893,110.3831545,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati/Ngaglik Selatan.,osm,node,6846516386,amenity,restaurant,Depok/Mlati/Ngaglik Selatan,
OSM-1398,Ruminate,cafe,Depok/Mlati,-7.7505754,110.3734439,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati.,osm,node,6846537285,amenity,cafe,Depok/Mlati,
OSM-1399,Martabak Terang Bulan,fast_food,Depok/Mlati,-7.7925279,110.3734383,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Depok/Mlati.,osm,node,6870445585,amenity,fast_food,Depok/Mlati,
OSM-1400,Best Street Sate,fast_food,Depok/Mlati,-7.7914454,110.3724392,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Depok/Mlati.,osm,node,6874356187,amenity,fast_food,Depok/Mlati,
OSM-1401,Pacific,restaurant,Depok/Mlati,-7.7656356,110.3614814,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,6897174109,amenity,restaurant,Depok/Mlati,
OSM-1402,Metro LMalioboro Living,lodging,Depok/Mlati,-7.7935432,110.374086,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,node,6939520399,tourism,hotel,Depok/Mlati,
OSM-1403,Thai Corner,restaurant,Depok,-7.780197,110.3924552,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,6953488626,amenity,restaurant,Depok,
OSM-1404,Pelataran Puan Kopi & Tumbuh,restaurant,Gamping,-7.8170311,110.3470344,"Jalan Jomegatan, Bantul",OpenStreetMap Overpass,medium,"OSM amenity=restaurant; zone query match: Gamping. cuisine=indonesian;regional;coffee_shop;local; opening_hours=Su 13:00-00:00; Mo-Th, Sa 12:00-00:00; Fr 13:30-00:00",osm,node,6984552213,amenity,restaurant,Gamping,
OSM-1405,Saorsa Selatan,cafe,Gamping,-7.8196821,110.3431958,"Jalan Keloran - Nitiprayan, 1, Yogyakarta",OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Gamping. cuisine=tea;coffee_shop; opening_hours=Mo-Su 14:00-02:00,osm,node,6984812085,amenity,cafe,Gamping,
OSM-1406,Bakso Klenger 2 Ratu Sari. The biggest Bakso in town,restaurant,Depok,-7.7757387,110.4041962,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,7011941585,amenity,restaurant,Depok,
OSM-1407,Moerni 78,restaurant,Depok/Mlati,-7.791139,110.3724615,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=indonesian; opening_hours=Mo-Su 09:00-21:00; PH closed,osm,node,7038441385,amenity,restaurant,Depok/Mlati,
OSM-1408,Sate Ayam Podomoro,restaurant,Depok,-7.7958779,110.3689638,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,7057954288,amenity,restaurant,Depok,
OSM-1409,Kota Kembang,restaurant,Depok/Mlati,-7.7937032,110.3782239,"Jalan Tunjung, 1A, Yogyakarta",OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=indonesian;regional;local; opening_hours=Mo-Su 10:00-20:00,osm,node,7071652385,amenity,restaurant,Depok/Mlati,
OSM-1410,Penyetan Lalapan Akang Jakal (Spesial Lalap & Sambal Sepuasnya),restaurant,Depok/Ngaglik Selatan,-7.7246782,110.4007359,"Jalan Kaliurang, Km. 9,6, Sleman",OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,node,7080090770,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-1411,Rumah Makan Airport,restaurant,Depok,-7.7856037,110.4359983,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,7095055985,amenity,restaurant,Depok,
OSM-1412,Salad Moi,restaurant,Gamping,-7.8113108,110.3404805,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Gamping.,osm,node,7097513471,amenity,restaurant,Gamping,
OSM-1413,Super Indo,minimarket,Gamping,-7.8068257,110.3416716,,OpenStreetMap Overpass,medium,OSM shop=supermarket; zone query match: Gamping. brand=Super Indo,osm,node,7097536804,shop,supermarket,Gamping,
OSM-1414,Nueve Malioboro Hotel Yogyakarta,lodging,Depok,-7.7959471,110.3688927,,OpenStreetMap Overpass,medium,OSM tourism=guest_house; zone query match: Depok.,osm,node,7097539047,tourism,guest_house,Depok,
OSM-1415,Upload,restaurant,Depok,-7.8012414,110.3553808,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,7097545227,amenity,restaurant,Depok,
OSM-1416,Gudeng Legeda,restaurant,Mlati,-7.7917869,110.3534955,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Mlati.,osm,node,7097546068,amenity,restaurant,Mlati,
OSM-1417,Waroeng Steak & Shake,restaurant,Gamping,-7.8005668,110.3463843,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Gamping. opening_hours=Sa-Th 11:00-21:00; Fr 13:00-21:00,osm,node,7097546659,amenity,restaurant,Gamping,
OSM-1418,Nasi Uduk,fast_food,Gamping,-7.8018156,110.3436918,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Gamping.,osm,node,7097548713,amenity,fast_food,Gamping,
OSM-1419,Bebek Ayam,fast_food,Gamping,-7.8052466,110.3434525,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Gamping.,osm,node,7097549226,amenity,fast_food,Gamping,
OSM-1420,Kingli,cafe,Gamping,-7.8071804,110.3395054,"Jalan Nosewu Baru, 457",OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Gamping.,osm,node,7097562134,amenity,cafe,Gamping,
OSM-1421,The Edwin Syariah (OYO 611),lodging,Gamping,-7.8080188,110.3408112,"Jalan Soboman, 482",OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Gamping.,osm,node,7097566670,tourism,hotel,Gamping,
OSM-1422,Alfamart,minimarket,Gamping,-7.8063286,110.3406946,,OpenStreetMap Overpass,medium,"OSM shop=convenience; zone query match: Gamping. brand=Alfamart; operator=PT Sumber Alfaria Trijaya,Tbk",osm,node,7097568701,shop,convenience,Gamping,
OSM-1423,,minimarket,Depok/Mlati,-7.7936097,110.3627688,,OpenStreetMap Overpass,low,OSM shop=convenience; zone query match: Depok/Mlati.,osm,node,7100517024,shop,convenience,Depok/Mlati,
OSM-1424,Kristina,lodging,Depok/Mlati,-7.7938157,110.3626817,"Jalan Dagen, 71A",OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,node,7100528075,tourism,hotel,Depok/Mlati,
OSM-1425,Penak Malioboro,lodging,Depok/Mlati,-7.7923645,110.3680524,,OpenStreetMap Overpass,medium,OSM tourism=hostel; zone query match: Depok/Mlati.,osm,node,7117184675,tourism,hostel,Depok/Mlati,
OSM-1426,Gosambih,restaurant,Depok,-7.8047221,110.3694864,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,7117206087,amenity,restaurant,Depok,
OSM-1427,D'HELOMI,lodging,Depok,-7.7699441,110.4303603,,OpenStreetMap Overpass,medium,OSM tourism=guest_house; zone query match: Depok.,osm,node,7140531832,tourism,guest_house,Depok,
OSM-1428,Ayam Goreng Bugisan,restaurant,Depok,-7.7782723,110.4320261,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,7144468027,amenity,restaurant,Depok,
OSM-1429,Belluga,cafe,Depok,-7.7688202,110.390255,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok.,osm,node,7144527855,amenity,cafe,Depok,
OSM-1430,Hotel Lafayette,lodging,Depok/Mlati,-7.759224,110.3874103,Jalan Padjajaran,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,node,7152724240,tourism,hotel,Depok/Mlati,
OSM-1431,Marlboro food station,food_court,Depok,-7.7950271,110.3654455,,OpenStreetMap Overpass,medium,OSM amenity=food_court; zone query match: Depok.,osm,node,7178656964,amenity,food_court,Depok,
OSM-1432,Hostel White Paal,lodging,Depok/Mlati,-7.7830869,110.365171,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,node,7178810187,tourism,hotel,Depok/Mlati,
OSM-1433,Pak Uzzan - Baksol & Mie Ayam,restaurant,Depok,-7.8042805,110.3572531,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,node,7226657185,amenity,restaurant,Depok,
OSM-1434,Kedai NyonyaMuda,cafe,Gamping,-7.8008599,110.3216516,"Jalan Wates, Ambarketawang",OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Gamping. cuisine=japanese;local;regional;indonesian;coffee_shop; opening_hours=Mo-Su 15:00-24:00,osm,node,7247145208,amenity,cafe,Gamping,
OSM-1435,Kopi Pakpos,cafe,Depok,-7.8016447,110.3652865,Yogyakarta,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok. cuisine=coffee_shop,osm,node,7252244985,amenity,cafe,Depok,
OSM-1436,Kebon Ndalem,cafe,Depok/Mlati,-7.7825535,110.3668646,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati. cuisine=indonesian;breakfast,osm,node,7276219185,amenity,cafe,Depok/Mlati,
OSM-1437,Kos Abu Abu,lodging,Depok,-7.7399821,110.4513688,,OpenStreetMap Overpass,medium,OSM tourism=hostel; zone query match: Depok.,osm,node,7528388785,tourism,hostel,Depok,
OSM-1438,Dapur Umi Ami Empal Gentong & Ayam Kremes,fast_food,Depok/Mlati,-7.7947009,110.3763375,"Jalan Ronodigdayan, 51",OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Depok/Mlati. cuisine=local; opening_hours=Mo-Su 08:00-08:00; operator=Istri Utami,osm,node,7660028785,amenity,fast_food,Depok/Mlati,
OSM-1439,Aviaterra Aviation Training,school,Depok/Mlati,-7.7922649,110.3797011,"Jalan Tunjung, no. 1",OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Mlati.,osm,node,7690360879,amenity,school,Depok/Mlati,
OSM-1440,Roemi - Rumah Mirota,restaurant,Depok/Mlati,-7.7856143,110.3743158,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,7805410940,amenity,restaurant,Depok/Mlati,
OSM-1441,Warung Makan Mak'e,restaurant,Depok/Mlati,-7.7887026,110.3769106,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. opening_hours=Mo-Su 09:00-21:00; PH closed,osm,node,7808417592,amenity,restaurant,Depok/Mlati,
OSM-1442,Mie Gacoan,restaurant,Depok/Mlati,-7.7885116,110.3751467,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. brand=Mie Gacoan; cuisine=noodle,osm,node,7808417593,amenity,restaurant,Depok/Mlati,
OSM-1443,Sio Manise Seafood,restaurant,Depok/Mlati,-7.7886023,110.3773979,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=seafood; opening_hours=Mo-Sa 09:00-21:00; PH closed,osm,node,7808417598,amenity,restaurant,Depok/Mlati,
OSM-1444,Rumah Makan Padang Andalas Raya,restaurant,Depok/Mlati,-7.7886632,110.377216,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. opening_hours=Mo-Sa 09:00-21:00; PH closed,osm,node,7808417599,amenity,restaurant,Depok/Mlati,
OSM-1445,Sego Empal Bu Warno,restaurant,Depok/Mlati,-7.7887943,110.376526,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=regional; opening_hours=Mo-Su 09:00-17:00; PH closed,osm,node,7809692827,amenity,restaurant,Depok/Mlati,
OSM-1446,Ndalem Kotabaru,lodging,Depok/Mlati,-7.788263,110.3731828,,OpenStreetMap Overpass,medium,OSM tourism=guest_house; zone query match: Depok/Mlati.,osm,node,7811256796,tourism,guest_house,Depok/Mlati,
OSM-1447,Dimsum Sembilan Naga,cafe,Depok/Mlati,-7.7881903,110.3723525,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati.,osm,node,7811256798,amenity,cafe,Depok/Mlati,
OSM-1448,Angkringan Semar Jogja,restaurant,Depok/Mlati,-7.7894611,110.3700634,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,7811256799,amenity,restaurant,Depok/Mlati,
OSM-1449,Nasi Goreng Kambing,restaurant,Depok/Mlati,-7.7883717,110.3772623,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. opening_hours=Mo-Su 18:00-23:00; PH unknown,osm,node,7811468604,amenity,restaurant,Depok/Mlati,
OSM-1450,Toko Bu Warsito,minimarket,Depok/Mlati,-7.7888489,110.3757752,,OpenStreetMap Overpass,medium,OSM shop=convenience; zone query match: Depok/Mlati.,osm,node,7811468605,shop,convenience,Depok/Mlati,
OSM-1451,Warung Makan,restaurant,Depok/Mlati,-7.7889073,110.3748118,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. opening_hours=Mo-Sa 07:00-14:00; PH closed,osm,node,7811468606,amenity,restaurant,Depok/Mlati,
OSM-1452,Warung Makan Bu Seno,restaurant,Depok/Mlati,-7.7888465,110.3757242,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,node,7811468607,amenity,restaurant,Depok/Mlati,
OSM-1453,Angkringan Yono,restaurant,Depok/Mlati,-7.7884847,110.3765667,,OpenStreetMap Overpass,medium,"OSM amenity=restaurant; zone query match: Depok/Mlati. opening_hours=Mo-Su 14:30-24:00,00:00-02:00; PH unknown",osm,node,7811468608,amenity,restaurant,Depok/Mlati,
OSM-1454,Warung Makan dan Gorengan,restaurant,Depok/Mlati,-7.7889704,110.3741104,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=indonesian; opening_hours=Mo-Sa 09:00-17:00; PH closed,osm,node,7811468609,amenity,restaurant,Depok/Mlati,
